RiskAdjustedReturn,TransactionFrequency,TransactionFees,EstimatedAvgReturnPrivateAsset,EstimatedReturnPublicAsset,EstimatedAvgReturnCommodities,FuturePricesNaturalGas,SPVolatilityIndex,BloombergHedgeFundIndex,RealEstateIndex,SPPrivateEquityIndex,CreditScore,AccountType,RiskType,FinancialGoalUpdated,CustomerRevenueFall70,CustomerRevenueRecovery40,SentimentAnalysis,Churn
27,2,7,35,14,12,2,108,1192,3319,381,1,1,0,0,0,0,2,0
35,4,2,10,8,7,5,105,2280,3417,368,3,1,0,0,1,1,1,0
29,33,4,23,17,3,4,88,1281,1263,300,2,1,2,0,1,0,0,0
47,16,4,44,12,25,7,90,1964,1975,380,2,0,2,1,0,0,0,0
69,6,2,5,25,54,6,145,1236,2892,313,1,0,4,0,1,1,2,0
43,32,3,21,9,45,3,150,2491,2146,399,1,0,0,1,0,0,0,0
81,40,2,24,10,22,7,89,1071,3841,334,2,1,2,0,1,0,0,0
48,41,7,4,34,37,2,152,1126,2335,330,0,1,2,0,0,1,2,0
27,5,2,20,6,24,3,122,2296,1582,394,1,1,2,1,1,1,2,0
21,39,4,7,21,39,6,161,2269,2303,389,3,1,1,1,0,1,2,0
77,0,2,36,30,34,6,86,2187,1628,416,4,0,0,1,0,1,0,1
56,41,3,25,8,21,4,110,1053,1816,322,0,0,0,1,1,1,0,1
53,27,5,33,25,24,2,193,2298,1999,319,1,1,0,0,0,0,0,0
26,34,8,34,33,33,3,186,2248,1564,323,1,1,3,0,1,1,1,1
6,45,2,6,9,46,2,165,2145,2401,380,0,0,2,0,1,1,2,0
27,6,5,42,3,3,5,95,1004,3459,322,4,0,2,0,0,0,2,0
29,4,3,28,4,2,2,119,1019,3584,311,2,1,3,0,1,0,1,1
59,5,2,47,9,14,4,174,2266,3833,316,4,0,1,0,0,1,0,0
9,30,1,24,11,50,2,113,1104,3596,409,4,1,1,1,1,0,2,0
27,6,1,18,20,9,8,179,2434,2084,375,3,1,1,0,1,0,0,1
25,36,5,17,6,5,2,130,2323,2356,316,0,0,3,1,0,0,2,0
62,42,8,5,0,36,5,180,1679,2061,406,4,0,0,0,1,0,0,1
15,38,6,6,16,3,6,199,1769,1956,356,1,0,1,1,0,0,2,0
48,2,6,46,23,37,3,154,2229,1897,312,2,0,0,0,0,0,2,0
52,8,7,1,9,53,2,176,1329,2676,355,3,1,2,0,0,0,0,0
25,17,0,36,3,31,5,183,1529,3172,354,3,0,2,0,0,0,2,0
87,37,5,8,28,27,6,187,1655,2180,317,0,0,4,0,1,0,1,0
32,16,4,5,24,37,2,170,1520,1270,364,4,1,1,1,0,0,1,1
9,24,0,42,14,44,3,129,2418,1535,309,4,0,4,0,0,0,2,1
17,37,3,24,28,24,4,171,2240,3986,349,1,1,2,0,0,0,1,1
53,23,3,41,30,37,2,129,1020,2269,392,3,0,2,0,0,0,1,1
15,22,1,20,16,7,4,138,1627,1925,351,0,1,0,0,0,0,2,1
38,16,2,20,18,47,2,125,1688,3831,328,2,1,3,0,1,0,1,1
85,10,1,34,33,19,2,135,2487,1406,303,2,0,2,1,0,0,2,1
74,7,4,39,26,25,4,135,1440,2874,411,2,0,1,0,0,0,1,1
77,40,1,28,10,22,5,110,1344,3996,311,3,1,3,0,0,0,2,1
3,35,1,9,34,29,4,187,2234,3995,354,2,1,2,0,0,0,1,1
80,17,6,41,15,7,2,172,1507,2070,361,3,0,2,0,0,0,0,1
24,28,1,17,0,50,6,183,1500,1159,354,1,1,3,1,1,0,2,1
44,18,1,43,6,12,6,147,1204,3920,367,1,0,3,0,1,0,2,1
28,24,4,21,13,46,4,128,2292,3807,359,4,1,3,0,0,0,1,1
25,47,1,19,25,50,5,193,1004,3856,392,2,1,3,0,0,0,1,1
50,40,4,14,16,40,6,118,2368,1496,383,1,0,2,1,1,1,0,1
5,14,0,15,6,17,7,170,2052,2486,397,2,0,1,0,0,0,1,1
33,27,3,14,19,38,6,160,2094,1712,303,1,0,2,0,0,1,0,1
52,25,3,42,29,24,2,131,1809,3476,343,3,0,2,0,0,0,1,1
60,0,1,8,27,44,3,124,1564,1550,350,3,1,1,0,0,0,0,1
13,27,4,29,11,28,3,108,1839,3709,313,1,0,3,0,0,0,0,1
59,37,5,27,20,25,5,160,1055,2486,349,2,1,2,0,1,0,1,1
40,15,5,20,20,15,2,130,1595,1330,373,2,1,2,1,0,0,2,1
56,15,6,12,21,10,4,142,1790,2540,381,3,0,1,0,0,0,1,1
32,27,4,40,9,31,5,190,1211,1369,357,2,0,0,0,0,1,1,1
35,14,5,15,21,16,3,140,1743,2339,324,0,0,2,1,0,0,1,1
58,28,3,15,9,20,5,161,1385,1306,336,0,0,3,1,0,0,2,1
58,26,5,13,10,16,4,194,1554,1124,314,1,0,0,1,0,1,2,1
5,10,1,10,20,31,2,123,2053,3820,398,1,0,1,1,0,0,1,1
20,38,1,36,15,17,7,164,1036,2529,330,4,1,0,1,0,0,1,1
28,30,7,44,26,23,2,100,1907,1264,375,1,0,0,0,1,1,2,1
27,23,2,8,30,11,5,142,2312,3017,367,4,0,3,1,0,0,1,1
13,37,5,12,18,40,3,126,2152,2177,350,2,0,3,0,1,0,2,1
21,15,3,32,28,16,2,180,2244,2800,404,3,0,3,0,0,0,2,1
36,25,3,32,14,50,3,106,2289,1371,380,2,0,4,0,0,0,0,1
16,28,5,30,12,9,4,186,2228,1209,306,0,0,1,0,0,0,1,1
52,38,3,26,9,24,4,108,1046,1811,325,0,0,0,0,0,0,0,1
34,31,2,18,25,11,3,134,1669,1931,367,2,1,0,0,0,0,2,1
50,3,6,10,28,24,4,148,1571,1585,378,1,1,1,0,0,0,2,1
16,16,1,31,7,34,3,166,1399,3940,338,0,1,0,0,0,0,1,1
70,40,1,10,24,28,6,186,1732,3804,388,2,0,1,0,0,0,0,1
23,10,4,16,3,41,3,104,1057,3100,410,0,0,1,0,0,0,2,1
69,38,5,26,29,16,3,181,1796,1127,341,3,0,0,0,0,0,0,1
75,44,1,10,18,8,2,154,1450,3320,320,2,0,0,0,0,0,0,1
29,29,3,25,12,19,6,149,2141,1882,381,3,1,1,0,1,1,0,1
49,25,3,43,32,23,2,134,1808,3478,345,3,0,2,0,0,0,1,1
79,31,2,41,1,31,3,133,1660,3047,343,4,0,0,1,1,0,0,1
36,17,7,33,27,42,5,187,2358,3859,326,3,1,0,0,1,0,1,1
52,10,1,20,14,36,2,179,1409,3991,322,2,1,0,0,0,0,2,1
82,4,2,18,19,10,5,113,2329,3371,300,3,0,1,0,0,0,2,1
50,13,1,31,25,13,6,147,1098,3253,335,3,1,0,0,0,0,1,1
47,27,1,17,6,5,2,169,1902,3975,348,1,1,3,0,1,0,0,1
86,30,2,26,18,47,5,187,1788,1354,341,1,0,0,1,1,0,1,1
53,16,5,18,11,6,4,162,1280,1607,327,1,0,2,0,0,0,2,1
34,20,3,9,25,16,5,140,2288,2425,328,2,0,0,0,0,0,2,1
17,41,5,30,18,35,3,89,1797,2789,365,2,0,1,0,0,1,0,1
78,22,7,9,16,27,4,173,1760,2524,381,4,0,0,0,0,0,1,1
50,23,3,13,4,20,3,185,2383,3871,368,3,0,0,0,1,1,2,1
76,21,5,21,14,11,4,127,1598,3507,386,2,0,0,0,0,1,1,1
41,27,6,34,17,19,5,134,1039,1237,405,0,1,0,1,0,0,0,1
32,26,4,40,8,30,5,190,1213,1372,355,2,0,0,0,0,1,1,1
51,11,4,19,25,27,6,139,1152,1842,379,1,0,2,0,1,1,0,1
20,18,6,40,9,45,3,110,2047,2071,326,3,0,0,0,0,0,1,1
59,19,2,20,9,28,7,108,2149,2964,393,2,1,3,1,1,0,0,1
76,5,6,33,34,34,6,167,2170,3276,381,1,1,3,0,0,0,1,1
64,32,4,24,23,13,6,167,1093,3484,333,2,1,1,1,1,0,1,1
65,19,5,28,5,27,3,93,1988,3442,324,1,0,1,0,0,0,1,1
9,20,2,24,11,53,6,89,1900,2273,392,1,0,2,0,0,0,0,1
69,43,4,37,13,31,3,118,1864,2190,326,2,0,0,0,0,0,0,1
20,9,0,33,31,17,7,131,2118,2492,391,0,0,3,0,0,0,1,1
62,41,2,46,28,29,5,182,1799,1356,367,1,0,0,1,1,0,1,1
21,16,3,22,22,30,3,190,1314,2253,337,3,0,1,0,1,1,2,1
59,17,2,20,10,30,7,107,2152,2970,389,2,1,3,1,1,0,0,1
39,16,0,31,27,40,4,123,2421,3752,404,0,0,3,1,0,0,1,1
33,7,1,17,29,45,5,152,2304,1744,354,3,0,1,1,1,0,1,1
21,36,5,30,3,21,3,100,1846,2826,344,1,0,1,0,0,0,1,1
19,43,4,15,15,16,2,89,2133,1668,356,2,0,1,0,1,1,0,1
49,24,1,16,7,7,3,167,1914,3972,344,1,1,3,1,1,0,0,1
16,16,5,12,20,33,3,125,1009,1443,309,2,0,0,0,0,0,2,1
27,17,4,37,33,35,2,160,1017,2287,391,2,1,2,1,0,0,1,1
39,1,3,40,19,33,6,160,2395,3627,344,1,0,3,0,0,1,1,1
63,43,4,28,32,36,5,138,1199,3541,341,4,0,3,1,0,0,1,1
29,31,2,17,16,2,6,166,2141,3387,346,1,1,0,0,0,0,0,1
37,11,5,20,29,17,4,106,2473,1805,304,1,1,2,1,0,0,2,1
65,42,3,36,25,30,5,196,1034,2779,402,4,1,0,0,0,0,1,1
73,40,5,28,1,6,6,94,2304,2699,345,1,0,2,0,0,0,1,1
13,22,1,20,16,7,4,138,1624,1925,350,0,1,0,0,0,0,2,1
23,38,1,23,17,25,3,128,1464,1155,378,1,1,3,1,1,0,2,1
45,31,4,14,26,38,6,197,1463,1529,335,3,0,0,0,0,1,1,1
7,4,5,8,25,42,4,153,1610,1632,378,3,1,3,0,0,0,2,1
70,12,3,29,27,38,3,135,1336,2289,342,3,0,0,0,1,1,2,1
21,12,2,41,31,28,5,166,2065,2246,322,3,0,2,0,0,0,1,1
54,24,6,33,24,15,4,152,2258,1194,308,1,1,3,0,0,0,2,1
62,47,3,38,28,6,4,144,1747,2370,334,3,0,3,0,0,0,0,1
23,37,6,29,11,8,3,89,1403,2246,407,0,0,0,0,0,1,1,1
59,19,2,20,9,28,7,108,2149,2964,393,2,1,3,1,1,0,0,1
42,12,1,26,17,47,6,89,1006,1277,413,0,1,1,1,0,0,0,1
39,34,1,16,20,14,3,148,1816,3710,365,1,0,0,0,0,0,1,1
28,7,1,18,20,8,7,177,2436,2083,374,2,1,1,0,0,0,0,1
32,43,6,33,23,22,4,136,2227,2040,404,2,1,4,1,0,0,0,1
44,38,3,5,28,34,6,197,1472,1536,320,3,0,0,0,0,1,1,1
47,35,3,29,10,28,5,106,1037,1804,329,0,0,0,0,0,0,0,1
40,29,4,36,6,51,4,112,1875,2264,399,2,0,2,0,0,0,1,1
44,12,3,8,11,24,2,107,1926,3504,355,1,0,2,0,0,0,0,1
30,31,4,45,28,10,6,88,2179,3634,377,1,0,1,0,0,1,0,1
16,32,5,21,15,11,5,149,1758,3398,309,2,0,1,0,1,1,1,1
13,34,2,12,30,19,6,134,2320,2983,371,4,0,2,1,0,0,1,1
6,15,6,12,5,28,2,106,2019,3863,392,2,0,3,0,0,0,0,1
12,38,5,9,17,36,3,125,2160,2181,357,2,0,3,0,1,0,2,1
44,18,1,45,7,12,6,145,1203,3913,371,1,0,3,0,1,1,1,1
87,24,2,43,12,32,4,141,1042,3776,363,1,0,2,0,0,0,1,1
18,10,7,28,20,14,2,135,1591,1340,372,1,1,2,1,0,0,2,1
12,42,1,45,18,48,2,170,2345,1504,325,4,0,3,1,0,1,0,1
47,24,4,39,2,31,6,103,1687,2964,340,3,0,0,0,0,0,1,1
54,45,4,33,16,16,5,100,1266,1877,408,4,0,3,1,0,0,0,1
45,24,3,44,34,22,2,138,1806,3481,348,4,0,1,0,0,0,0,1
49,31,5,40,4,51,3,118,1868,2262,401,2,0,2,0,0,0,1,1
54,29,4,29,30,49,4,159,1268,2083,312,2,0,1,0,0,1,0,1
44,40,3,2,29,33,6,197,1475,1539,315,3,0,0,0,0,1,1,1
54,15,1,25,15,40,3,190,1595,3313,389,3,0,4,0,0,0,2,1
67,43,4,26,16,21,3,121,1067,1814,335,1,0,1,0,0,1,0,1
60,8,4,44,27,25,6,187,1116,1791,389,2,1,3,0,0,1,0,1
60,26,5,27,16,27,3,126,1603,3083,337,1,0,1,1,1,0,0,1
45,10,3,9,10,24,2,106,1927,3500,354,1,0,2,0,0,0,0,1
50,31,4,33,29,48,5,154,1277,2077,312,2,0,1,0,0,1,0,1
60,3,4,23,10,15,3,174,2362,3858,340,3,1,0,0,1,0,1,1
14,5,2,34,31,2,3,134,2171,3275,306,2,0,2,0,0,0,0,1
67,34,6,14,8,40,4,181,2083,3373,310,0,0,0,0,0,0,0,1
23,25,3,37,3,10,6,115,2406,1245,329,1,0,0,0,0,1,1,1
72,23,3,14,26,28,4,144,2433,1546,336,4,0,0,0,0,1,2,1
7,30,4,43,13,44,2,178,2352,1517,332,4,0,2,1,0,1,1,1
40,30,3,33,12,34,5,103,1025,1796,335,0,0,0,0,0,0,0,1
33,34,4,28,9,43,3,113,1030,1697,396,1,0,3,1,0,1,1,1
44,8,0,45,30,25,6,120,1287,1318,326,1,0,1,0,1,0,0,1
80,19,3,22,15,19,6,194,1939,3204,365,4,0,1,0,0,1,0,1
27,7,6,9,22,31,3,133,1735,2333,331,1,1,2,0,0,0,1,1
67,38,4,23,29,18,3,181,1794,1128,343,3,0,0,0,0,0,1,1
21,9,0,34,32,17,7,129,2121,2493,391,0,0,3,0,0,0,1,1
38,14,6,4,1,8,5,133,1526,3874,418,2,1,2,0,1,1,1,1
88,23,6,36,26,20,6,195,1073,3491,345,1,1,1,1,1,0,1,1
37,17,2,11,17,19,3,101,2205,1726,345,0,0,1,1,0,1,0,1
75,25,1,35,22,28,4,123,1791,3217,327,0,0,3,0,1,0,1,1
68,25,3,37,16,31,5,113,1817,3459,328,3,0,2,0,0,0,1,1
75,4,2,18,20,10,5,119,2331,3373,300,3,0,1,0,0,0,2,1
68,27,4,8,21,8,4,135,1798,2554,353,2,0,1,0,0,0,1,1
25,17,4,38,32,33,2,156,1021,2291,389,2,1,2,1,0,0,1,1
63,34,2,19,11,24,5,152,1391,1308,346,0,0,3,1,0,0,2,1
74,40,6,36,12,30,2,144,1911,2064,349,2,0,1,0,0,1,0,1
51,11,3,8,6,29,4,103,1454,2418,371,1,0,2,0,1,0,0,1
39,15,2,34,7,10,7,134,1183,3924,365,1,0,3,0,0,0,2,1
7,19,1,26,13,30,6,174,1444,3743,364,1,0,1,1,0,0,0,1
78,18,3,25,27,31,5,188,1598,1926,341,0,0,3,0,0,0,0,1
24,9,4,13,18,20,5,192,1764,3444,302,3,0,0,0,1,1,0,1
74,23,5,20,9,13,4,121,1591,3508,383,2,0,0,0,0,1,1,1
65,40,5,27,18,48,6,94,2371,1466,402,1,0,3,1,1,1,0,1
5,19,2,22,12,53,6,86,1903,2274,391,1,0,2,0,0,0,0,1
14,26,3,19,17,27,5,186,2339,1551,381,2,0,0,0,0,1,2,1
37,44,4,41,13,10,5,104,1233,1866,407,4,0,3,1,0,0,0,1
58,22,1,4,5,26,6,130,2391,3643,374,3,0,0,0,0,1,0,1
52,28,6,20,26,29,3,132,1573,3096,329,0,0,1,1,1,0,0,1
80,31,2,41,2,31,3,134,1660,3047,343,4,0,0,1,1,0,0,1
44,37,5,41,22,31,2,124,1902,1265,363,2,0,0,0,1,0,1,1
44,13,7,10,30,46,4,124,1414,3036,404,0,1,4,1,0,0,1,1
83,32,2,28,19,45,5,186,1790,1354,345,1,0,0,1,1,0,1,1
37,13,1,19,16,43,5,191,1893,3371,383,1,0,2,1,0,0,2,1
44,33,3,31,11,31,5,105,1032,1801,332,0,0,0,0,0,0,0,1
59,27,5,26,18,28,3,127,1600,3084,336,1,0,1,1,1,0,0,1
78,41,2,26,22,25,4,173,1735,2392,351,3,0,2,0,0,0,0,1
13,28,1,33,23,2,6,181,1669,1621,305,4,0,0,0,0,1,0,1
80,42,3,8,27,50,6,182,1949,2335,338,0,0,0,0,0,0,1,1
53,0,0,7,23,46,3,125,1562,1537,336,3,0,1,0,0,0,0,1
82,19,3,10,20,25,2,132,1682,2667,391,1,0,1,0,1,0,2,1
46,20,5,30,24,42,6,116,1085,1720,397,3,0,1,0,0,0,0,1
49,28,3,6,6,15,2,135,1755,3917,373,2,0,1,0,1,0,1,1
48,15,1,40,8,12,6,156,1194,3902,370,1,0,3,0,1,1,1,1
20,11,3,13,8,27,4,157,2175,3859,327,4,0,4,0,0,0,0,1
37,22,5,31,28,2,2,156,1286,3629,390,3,1,2,0,0,0,1,1
13,14,5,38,6,31,2,190,1874,1717,378,2,0,3,0,0,0,2,1
74,20,5,36,27,26,5,165,1565,1904,358,0,0,3,0,0,0,2,1
39,32,7,37,17,15,4,144,1055,1221,395,0,0,0,1,0,0,0,1
17,28,5,30,12,8,4,186,2227,1209,304,0,0,1,0,0,0,1,1
7,19,3,3,15,17,6,151,1438,3765,362,1,1,2,0,0,0,0,1
33,35,4,27,8,43,2,113,1027,1696,396,1,0,3,1,0,1,1,1
53,22,4,17,31,25,3,129,1440,2454,405,0,0,0,0,1,1,0,1
75,25,5,32,28,28,5,162,1564,1906,369,1,0,2,0,0,0,2,1
56,28,4,27,30,50,4,162,1263,2086,311,2,0,1,0,0,1,0,1
43,25,0,42,14,21,5,191,1502,3544,411,3,0,2,1,0,0,1,1
52,15,1,17,10,28,6,140,2393,3638,363,3,0,1,0,0,1,0,1
58,11,4,13,27,25,6,130,1135,1857,386,2,0,2,0,1,1,0,1
47,15,3,15,10,34,5,108,1457,2418,368,2,1,2,0,0,0,0,1
48,18,4,33,6,11,4,163,1200,3945,347,1,0,2,0,1,0,2,1
30,9,4,1,1,27,4,196,2036,2519,386,2,0,3,0,0,0,0,1
57,34,3,42,20,21,6,91,2202,3617,398,1,0,2,0,0,1,1,1
63,26,4,30,13,27,3,124,1614,3078,340,2,0,1,1,1,0,0,1
58,3,6,10,29,21,4,147,1564,1576,378,1,1,1,0,0,0,2,1
37,32,7,16,32,33,2,104,1138,1535,400,4,0,3,0,0,1,1,1
77,33,6,8,25,23,4,186,1767,1180,350,0,0,3,0,0,0,0,1
1,7,2,29,2,9,6,177,2490,2151,347,0,1,1,0,0,0,0,1
39,15,2,35,7,11,7,135,1186,3923,366,1,0,3,0,0,0,2,1
44,40,3,19,27,32,2,133,1973,1478,349,1,0,1,0,0,0,2,1
75,14,2,24,26,29,5,112,1956,3723,308,0,0,4,1,1,0,1,1
19,27,5,36,17,25,6,175,2040,3118,377,1,1,3,0,0,1,0,1
50,25,3,43,31,23,2,133,1809,3477,344,3,0,2,0,0,0,1,1
69,11,4,19,31,34,2,128,1453,2455,403,0,0,1,0,1,0,0,1
48,33,8,8,22,40,6,111,1146,1147,355,4,1,0,0,0,0,0,1
65,39,3,11,18,16,5,187,1689,2054,410,4,0,0,0,0,0,0,1
42,26,2,18,28,7,6,161,2457,2082,371,2,1,1,0,0,0,1,1
67,20,4,33,30,43,4,96,1691,2473,356,2,0,2,1,0,0,1,1
17,8,4,22,28,12,2,165,2349,3399,304,3,0,2,0,0,0,1,1
39,31,7,17,33,34,2,102,1136,1536,399,4,0,3,0,0,1,1,1
81,33,2,42,2,33,3,139,1661,3044,341,4,0,0,1,1,0,0,1
80,18,6,23,25,6,5,142,1615,3505,395,2,0,0,0,0,1,1,1
71,37,5,29,28,15,3,181,1798,1126,338,3,0,0,0,0,0,0,1
24,38,4,15,16,24,3,116,2115,1682,337,2,0,2,0,0,1,0,1
33,7,1,22,17,40,4,195,1907,3385,396,1,0,2,0,0,1,1,1
73,23,4,21,6,16,3,118,1585,3504,382,2,0,0,0,0,1,1,1
64,37,2,5,4,11,2,165,1743,3923,380,2,0,3,0,1,0,0,1
45,13,7,10,30,45,4,123,1415,3039,401,0,1,4,1,0,0,1,1
12,28,5,26,11,30,6,180,2062,3125,369,1,1,3,0,0,1,0,1
27,19,5,20,19,42,3,138,1267,2921,333,1,0,3,1,0,0,0,1
30,29,1,19,23,10,3,135,1660,1930,364,1,1,0,0,0,0,2,1
44,33,1,42,32,34,5,96,1650,2479,377,3,0,0,1,0,0,1,1
49,38,4,40,22,33,2,131,1900,1265,359,2,0,0,0,1,0,1,1
40,21,3,14,1,15,5,115,2414,1201,354,0,0,1,0,0,1,1,1
48,29,3,3,16,21,5,115,1538,2621,410,1,0,1,0,0,1,1,1
36,42,3,46,24,43,3,193,1186,1343,376,2,0,0,0,0,1,0,1
45,13,6,45,28,39,4,185,1730,2840,317,0,1,0,1,0,1,1,1
17,24,1,20,18,8,4,137,1633,1926,353,0,1,0,0,0,0,2,1
85,23,0,38,19,18,4,127,1823,3230,339,0,0,3,0,1,0,0,1
18,24,1,20,18,8,4,137,1635,1926,354,0,1,0,0,0,0,2,1
46,31,5,39,5,51,3,116,1871,2262,400,2,0,2,0,0,0,1,1
32,15,3,13,11,30,4,168,2153,3884,321,4,0,4,0,0,0,0,1
19,25,1,20,18,8,4,137,1637,1927,355,0,1,0,0,0,0,2,1
10,16,1,25,22,32,4,183,1267,2245,341,3,0,1,0,1,1,2,1
36,36,0,4,10,20,2,94,1714,1181,387,2,1,1,1,0,0,0,1
50,39,4,40,21,34,2,133,1900,1266,358,2,0,1,0,1,0,1,1
28,35,3,17,17,23,3,125,2454,3765,411,0,0,3,1,0,0,0,1
49,10,4,27,23,26,6,153,1156,1825,376,1,1,2,0,0,1,0,1
14,18,1,33,20,23,5,148,2318,1759,340,3,0,3,1,1,0,1,1
49,27,7,23,34,39,2,92,1123,1544,395,4,0,3,0,0,1,1,1
76,33,6,8,26,23,4,185,1768,1178,350,0,0,3,0,0,0,0,1
38,16,1,24,26,1,4,153,1698,1564,352,1,0,2,1,0,1,0,1
31,19,3,9,10,21,2,103,1764,3903,358,2,0,0,0,0,0,1,1
10,24,0,28,26,9,4,88,1723,1288,357,2,1,1,1,0,0,1,1
42,14,1,27,17,43,6,96,1011,1271,412,0,1,1,1,0,0,0,1
70,38,5,27,29,16,3,181,1796,1127,340,3,0,0,0,0,0,0,1
24,17,4,39,32,32,2,154,1023,2293,389,2,1,2,1,0,0,1,1
56,32,2,5,5,13,2,149,1749,3920,376,2,0,2,0,1,0,0,1
46,32,8,11,18,36,6,111,1144,1156,350,4,1,0,0,0,0,0,1
42,9,1,18,21,26,7,115,2160,2975,373,2,0,3,0,0,0,0,1
84,38,5,30,29,44,5,114,1473,2693,317,3,0,2,1,0,0,2,1
36,26,3,14,10,13,6,172,2147,3431,339,0,1,0,0,0,0,1,1
5,26,2,23,18,37,6,157,1198,2217,360,3,0,1,0,1,1,1,1
73,38,4,27,1,8,6,96,2306,2694,349,2,0,2,0,0,0,2,1
19,20,3,20,19,46,4,146,2275,3829,367,3,0,3,0,0,0,1,1
63,35,2,19,11,24,5,152,1392,1308,347,0,0,3,1,0,0,2,1
73,32,4,7,21,7,4,131,1802,2561,341,2,0,1,0,0,0,1,1
43,34,1,18,15,14,3,148,1822,3712,375,1,0,0,0,0,0,1,1
12,28,5,36,14,40,4,163,1958,1817,366,3,1,0,1,0,1,1,1
80,16,7,46,18,11,3,156,1880,2613,383,0,1,0,0,0,0,1,1
49,17,5,22,13,20,4,108,1554,2895,335,3,0,1,0,0,0,0,1
49,33,8,5,25,43,6,111,1148,1139,359,4,1,0,0,0,0,0,1
50,26,6,22,20,26,3,162,2391,2124,373,1,0,2,0,0,0,2,1
70,32,1,13,7,26,7,143,2442,3671,355,1,0,1,0,1,1,1,1
81,31,3,29,16,22,3,111,1861,2229,324,1,0,0,1,0,0,0,1
54,37,3,20,15,27,6,126,2125,1888,356,2,1,2,0,1,1,1,1
20,23,2,29,32,2,4,148,2163,3302,334,2,0,1,0,0,0,0,1
33,8,2,41,25,24,3,180,1214,1442,342,3,1,2,0,0,0,1,1
56,22,2,13,17,37,4,189,2110,3933,307,4,0,4,0,0,0,0,1
56,12,6,30,26,29,4,175,1111,3731,388,3,0,2,0,0,0,2,1
44,21,3,39,32,37,2,142,1017,2274,392,3,0,2,0,0,0,1,1
75,25,3,35,10,34,6,105,1820,3453,322,3,0,2,0,0,0,1,1
39,34,1,16,20,14,3,148,1815,3710,364,1,0,0,0,0,0,1,1
45,27,4,19,24,40,6,197,1457,1524,344,3,0,0,0,0,1,0,1
44,13,1,21,27,1,3,146,1704,1551,364,0,0,2,1,0,1,0,1
78,20,6,22,19,8,5,135,1606,3506,390,2,0,0,0,0,1,1,1
42,14,4,20,29,19,4,107,2477,1801,304,1,1,2,1,0,0,2,1
34,33,3,12,27,15,3,146,1807,3706,349,1,0,0,0,0,0,0,1
36,16,2,4,10,38,3,151,2348,3631,400,3,0,0,0,0,1,1,1
54,29,4,45,6,36,3,111,2440,2737,331,1,0,2,1,0,0,1,1
38,16,1,41,29,18,5,159,1388,3826,373,0,0,0,1,0,0,1,1
12,12,2,7,1,20,6,185,2037,2497,394,2,0,1,0,0,0,0,1
5,10,1,10,20,31,2,124,2055,3818,398,1,0,1,1,0,0,1,1
39,32,4,22,13,8,3,95,1392,2246,396,0,0,0,0,0,1,1,1
20,9,0,33,30,17,7,131,2118,2492,391,0,0,3,0,0,0,1,1
3,22,7,41,9,41,2,183,2356,1527,336,4,0,2,1,0,1,1,1
78,7,3,41,25,34,6,110,2177,1615,413,3,0,0,1,0,1,0,1
85,15,5,36,24,15,2,141,1897,2608,382,0,1,0,0,1,0,1,1
33,16,2,23,15,30,6,108,1741,3865,336,1,0,2,0,0,0,0,1
27,7,6,9,23,36,3,130,1733,2333,334,1,1,2,0,0,0,1,1
73,11,5,41,14,40,5,123,2478,1652,339,0,0,1,0,0,0,0,1
45,27,4,19,24,40,6,197,1457,1524,344,3,0,0,0,0,1,0,1
81,30,3,28,16,21,3,110,1859,2230,324,1,0,0,1,0,0,0,1
75,22,5,21,12,12,4,125,1595,3507,385,2,0,0,0,0,1,1,1
57,31,1,38,11,34,6,181,1571,2733,379,2,0,1,0,0,0,1,1
34,20,7,40,32,29,2,170,2466,2459,307,3,0,2,1,0,0,2,1
48,37,4,47,3,4,3,129,1849,2662,321,2,1,0,0,0,0,2,1
11,16,1,25,22,32,4,183,1269,2245,341,3,0,1,0,1,1,2,1
65,37,5,9,29,24,4,183,1778,1151,352,1,0,1,0,0,0,1,1
62,42,5,32,1,12,4,107,2326,2724,343,1,0,2,0,0,0,1,1
42,38,0,30,24,25,5,102,1647,2456,364,2,0,0,0,0,0,2,1
79,32,6,8,25,23,3,186,1763,1187,349,0,1,3,0,0,1,0,1
50,23,6,24,13,52,4,167,2053,3709,357,1,0,2,0,0,0,1,1
61,35,2,5,5,12,2,159,1746,3921,378,2,0,3,0,1,0,0,1
85,23,2,40,11,32,4,137,1040,3771,363,1,0,2,0,0,0,1,1
21,26,5,38,18,23,6,174,2036,3116,378,1,1,3,0,0,1,0,1
28,6,6,9,21,27,3,135,1737,2333,328,0,1,2,0,0,0,1,1
58,24,2,20,30,28,5,111,2491,1785,304,0,1,1,1,0,0,2,1
50,44,5,36,2,17,2,119,2348,2749,341,1,0,2,0,0,0,1,1
63,23,6,33,28,17,4,144,2266,1191,310,2,1,3,0,0,0,2,1
73,25,3,35,12,33,6,108,1819,3455,324,3,0,2,0,0,0,1,1
56,8,1,20,16,31,7,104,2158,2995,372,2,1,3,1,1,0,0,1
32,28,3,14,19,37,6,156,2096,1709,306,1,0,2,0,0,1,0,1
31,30,2,20,20,27,3,125,2445,3762,409,0,0,3,1,0,0,0,1
65,34,3,23,18,14,5,114,1023,2513,367,4,1,1,1,1,0,1,1
25,27,1,16,0,50,6,185,1502,1159,353,1,0,2,1,0,1,2,1
24,35,7,35,31,34,2,184,2258,1557,323,1,0,3,0,0,1,0,1
